nm_arq_in,id,titulo,data,dataAtualizacao,salario,faixaSalarial,faixaSalarialId,salarioACombinar,jobQuantity,empId,companySize,tipoEmp,localPreenchimento,descricao,perfilId,ppdPerfilId,hrenova,horario,infoAdicional,regimeContrato,benef,entradaEmp,empContratou,grupoMidia,habilidades,ppdInfo,ppdFiltro,anunciante,contratante,vagas,url_vaga,nr_reg,dh_insercao_raw,dh_arq_in,dataRemovido
catho_2021-09-15_page_7001_a_7500.parquet,19025753,Auxiliar de Manutenção Predial,2021-07-27T23:59:59Z,2021-07-27T11:52:08Z,0,"De R$ 1.001,00 a R$ 2.000,00",3,false,1,1043,M,R,1,"<li> Atuar com manutenção, montagem, desmontagem e armazenamento de mobiliários em geral.</li><li> Experiência na função.</li>",1,0,false,null,"Ter disponibilidade para viagens.
R$1.500,00 a té R$2.000,00.
Possuir CNH ativa.",null,"['Seguro de Vida em Grupo', 'Tíquete Refeição', 'Vale Transporte']",2008-01-31T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'MARÍLIA RH', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 102, 'cidade': 'Bauru', 'total': 1}]",https://www.catho.com.br/vagas/auxiliar-de-manutencao-predial/19025753/?origem_apply=busca-de-vagas&entrada_apply=direto,9380,2021-09-15T15:43:58.000+0000,2021-09-15T11:39:31.000+0000,2021-11-09
catho_2021-09-15_page_7001_a_7500.parquet,19025871,Trainee em Engenharia Agrícola,2021-07-28T23:59:59Z,2021-07-28T09:01:50Z,0,"De R$ 3.001,00 a R$ 4.000,00",0,true,30,7957,M,R,1,"<li> Este programa é para você que quer transformar o seu talento em alta performance e sonha em ingressar na área comercial. Buscamos talentos que sintam prazer em trabalhar em conjunto, tenham foco no cliente, na alta produtividade, que não tenham medo de desafios e que estejam dispostos a aprender todos os dias como ter excelência no campo.</li><li> Graduação em Agronomia, Engenharia Agronômica e Engenharia Agrícola. Disponibilidade total para viagens. Possuir CNH ativa, categoria B; Possuir veículo próprio será diferencial; Disponibilidade total para viagens e/ou mudanças.</li>",1,0,false,null,null,null,[],2008-02-18T23:59:59Z,9,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'ACROSS GESTÃO DE CARREIRAS', 'confidencial': False}","{'nome': 'Belagrícola', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 16, 'estado': 'Paraná', 'uf': 'PR', 'cidadeId': 6243, 'cidade': 'Curitiba', 'total': 10}, {'paisId': 31, 'pais': 'Brasil', 'estadoId': 21, 'estado': 'Rio Grande do Sul', 'uf': 'RS', 'cidadeId': 9137, 'cidade': 'Santa Catarina', 'total': 10}, {'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 783, 'cidade': 'São Paulo', 'total': 10}]",https://www.catho.com.br/vagas/trainee-em-engenharia-agricola/19025871/?origem_apply=busca-de-vagas&entrada_apply=direto,6047,2021-09-15T15:43:58.000+0000,2021-09-15T11:39:31.000+0000,2021-11-09
catho_2021-09-15_page_7501_a_8000.parquet,19026180,Líder de Estoque,2021-07-27T23:59:59Z,2021-07-27T12:45:06Z,0,"De R$ 1.001,00 a R$ 2.000,00",0,true,1,1092262,M,R,1,"<li> Supervisiona a armazenagem dos produtos e materiais em almoxarifados, armazéns, silos e depósitos. Acompanha e responde pela equipe de inventários, confere notas fiscais, verifica estocagem e distribui produtos.</li><li> Necessário experiência com gestão de pessoas. Ensino médio completo. Conhecimento em informática.</li>",1,0,false,Disponibilidade de horário.,null,null,[],2016-07-08T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'VALLE RH', 'confidencial': False}","{'nome': 'Valle Recursos Humanos Trab. Tempporários Ltda. ME', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 118, 'cidade': 'Boituva', 'total': 1}]",https://www.catho.com.br/vagas/lider-de-estoque/19026180/?origem_apply=busca-de-vagas&entrada_apply=direto,42,2021-09-15T15:43:58.000+0000,2021-09-15T11:50:17.000+0000,2021-11-09
catho_2021-09-15_page_7001_a_7500.parquet,19026423,Tinturaria,2021-07-27T23:59:59Z,2021-07-27T13:03:33Z,0,"De R$ 1.001,00 a R$ 2.000,00",3,false,1,1126825,M,C,0,"<li> Ira atuar com desenvolvimento de cor, atuar em maquinas de tingimento continuo de fitas.</li><li> Ter experiência na área com tingimento.
Ter curso de colometria.</li>",1,0,false,null,null,CLT (Efetivo),['Vale Transporte'],2017-03-15T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'GITEX', 'confidencial': True}","{'nome': 'GITEX', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 30, 'cidade': 'Americana', 'total': 1}]",https://www.catho.com.br/vagas/tinturaria/19026423/?origem_apply=busca-de-vagas&entrada_apply=direto,9417,2021-09-15T15:43:58.000+0000,2021-09-15T11:39:31.000+0000,2021-11-09
catho_2021-09-15_page_7001_a_7500.parquet,19027719,Vendedor Interno,2021-07-28T23:59:59Z,2021-07-28T09:18:28Z,1800,"De R$ 1.001,00 a R$ 2.000,00",3,false,2,8059,P,C,0,"<li> Buscamos profissional do segmento automotivo com experiência em vendas de peças para autopeças, centro automotivos e auto elétricas. Será responsável por atendimento a clientes ativos, carteira compradora e ativação dos clientes na base de dados que estão inativas. Distribuidora de grande porte líder sem seu segmento.</li><li> Conhecimento de navegadores e sistemas de vendas. Experiência em vendas de peças automotivas podendo ser distribuidora, autopeças ou empresas que atuam na venda de peças automotivas. Disponibilidade para aceitar desafios e crescer na empresa.</li>",1,0,false,da 8:00 às 18:00 de segunda a sexta,Estamos contratando para a cidade de Santo André e Zona Sul da cidade de São Paulo,CLT (Efetivo),"['Assistência Médica / Medicina em grupo', 'Celular fornecido pela empresa', 'Cesta Básica', 'Vale Transporte']",2008-12-04T23:59:59Z,2,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'FURACÃO', 'confidencial': True}","{'nome': 'FURACÃO', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 783, 'cidade': 'São Paulo', 'total': 2}]",https://www.catho.com.br/vagas/vendedor-interno/19027719/?origem_apply=busca-de-vagas&entrada_apply=direto,2136,2021-09-15T15:43:58.000+0000,2021-09-15T11:39:31.000+0000,2021-11-09
catho_2021-09-15_page_7001_a_7500.parquet,19027856,Consultor de Vendas,2021-07-27T23:59:59Z,2021-07-27T14:28:56Z,0,"De R$ 2.001,00 a R$ 3.000,00",4,false,1,124794,P,C,0,"<li> Efetuar vendas interna, externa e telemarketing de Máquinas LiuGong. Prospectar novos clientes Acompanhar processos de financiamento Conhecimento em processos licitatórios</li><li> Experiência em maquinas na área agrícola. Experiência com vendas da linha Construction</li>",1,0,false,null,Salário + Comissão Plano de saúde coo- participativo. Seguro de vida Vale Alimentação Automóvel da empresa Uniforme Fácil Acesso a região.,null,[],2009-08-12T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'SARANDI TRATORES', 'confidencial': False}","{'nome': 'SARANDI TRATORES', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 286, 'cidade': 'Glicerio', 'total': 1}]",https://www.catho.com.br/vagas/consultor-de-vendas/19027856/?origem_apply=busca-de-vagas&entrada_apply=direto,5204,2021-09-15T15:43:58.000+0000,2021-09-15T11:39:31.000+0000,2021-11-09
catho_2021-09-15_page_7001_a_7500.parquet,19027954,Auxiliar de Almoxarife,2021-07-27T23:59:59Z,2021-07-27T14:41:13Z,1200,"De R$ 1.001,00 a R$ 2.000,00",3,false,1,1016205,P,R,1,"<li> Auxiliar as atividades de almoxarifado como recebimento, conferência, estocagem, controle e distribuição de materiais aos clientes, de acordo com as normas e procedimentos da empresa. Atender em tempo hábil as requisições de materiais solicitadas pelos clientes. Auxiliar as atividades de carga e descarga de materiais dos caminhões, conferindo sua entrada e saída conforme nota fiscal e pedido para posterior organização em seus devidos locais de armazenamento; Recepcionar e armazenar materiais com o auxílio de equipamentos que não requeiram curso específico para seu manuseio como paleteiras manuais, carros plataforma de movimentação, etc. Executar tarefas de estocagem, arrumação, preservação e limpeza de materiais e do almoxarifado. Atender os clientes no balcão do almoxarifado, recebendo as requisições e entregando os materiais solicitados. Participar do levantamento dos inventários executando a contagem física para assegurar a conformidade dos itens do estoque.</li><li> Desejável conhecimento básico do pacote Office. Ensino médio completo.</li>",1,0,false,Das 07h às 17h.,Possuir CNH categoria B.,null,"['Assistência Médica / Medicina em grupo', 'Cesta Básica', 'Restaurante na empresa', 'Seguro de Vida em Grupo', 'Tíquete Alimentação', 'Transporte Fornecido pela empresa']",2015-07-27T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'EFICAZY TRABALHOS TEMPORÁRIO', 'confidencial': False}","{'nome': 'Eficazy Trabalhos Temporários Ltda.', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 13, 'estado': 'Minas Gerais', 'uf': 'MG', 'cidadeId': 5322, 'cidade': 'Varginha', 'total': 1}]",https://www.catho.com.br/vagas/auxiliar-de-almoxarife/19027954/?origem_apply=busca-de-vagas&entrada_apply=direto,9173,2021-09-15T15:43:58.000+0000,2021-09-15T11:39:31.000+0000,2021-11-09
catho_2021-09-15_page_7001_a_7500.parquet,19028055,Gerente Administrativo,2021-07-27T23:59:59Z,2021-07-27T14:52:30Z,0,"De R$ 2.001,00 a R$ 3.000,00",0,true,1,824656,P,R,1,"<li> Gerencia, planeja e controla os recursos e as atividades da área administrativa para garantir conformidade com as normas e políticas da empresa. Acompanha os processos e resultados e define estratégias, a fim de assegurar o melhor desempenho dos negócios.</li><li> Ensino Superior em Administração de Empresas ou similares.
Desejável Pós-graduação ou MBA na área. Perfil empreendedor.
Vivência em empresas em expansão. Visão macro das áreas do negócio, com habilidades para gestão de crises. Conhecimento em sistemas integrados e pacote Office.</li>",1,0,false,null,Remuneração compatível.,Prestador de serviços (PJ),[],2014-02-06T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'JUND EMPREGOS', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 419, 'cidade': 'Jundiai', 'total': 1}]",https://www.catho.com.br/vagas/gerente-administrativo/19028055/?origem_apply=busca-de-vagas&entrada_apply=direto,9982,2021-09-15T15:43:58.000+0000,2021-09-15T11:39:31.000+0000,2021-11-09
catho_2021-09-15_page_7001_a_7500.parquet,19028558,Operador de Empilhadeira,2021-07-27T23:59:59Z,2021-07-27T16:17:46Z,1800,"De R$ 1.001,00 a R$ 2.000,00",3,false,1,1208470,P,C,1,<li> Trabalhar com carga e descarga de MDF</li><li> Curso de operador de empilhadeira e experiência na área.</li>,9,0,false,segunda a sexta 07:42 as 18:00 com uma hora de intervalo,Possuir Veículo Proprio,null,[],2021-07-16T23:59:59Z,0,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'CASA DO MDF', 'confidencial': False}","{'nome': 'Casa do MDF Camboriú Comércio de Madeiras e Artefatos Ltda', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 24, 'estado': 'Santa Catarina', 'uf': 'SC', 'cidadeId': 9439, 'cidade': 'Joinville', 'total': 1}]",https://www.catho.com.br/vagas/operador-de-empilhadeira/19028558/?origem_apply=busca-de-vagas&entrada_apply=direto,8833,2021-09-15T15:43:58.000+0000,2021-09-15T11:39:31.000+0000,2021-11-09
catho_2021-09-15_page_7501_a_8000.parquet,19028680,Analista de Sistemas Protheus,2021-07-27T23:59:59Z,2021-07-27T15:54:26Z,0,"De R$ 2.001,00 a R$ 3.000,00",0,true,1,128245,M,C,1,"<li> Conduzir projetos de sistemas de TI no que se refere ao seu desenvolvimento Protheus, à implantação e ao acompanhamento. Manter os sistemas de TI Protheus, sua operação, manutenção e melhoria contínua do ambiente, bem como o encerramento de suas atividades (sistemas corporativos solução ERP, aplicativos corporativos e banco de dados, entre outros). Atuar como interface entre as áreas funcionais e os provedores, referentes ao ambiente de sistemas de TI Protheus nos casos de controle do tempo de projeto e/ou a solução de problemas e riscos. Acompanhar a implantação de processos de operação e manutenção do ambiente, seguindo os processos de validação, verificação, preparação e teste dos serviços. Elaborar relatórios técnicos e operacionais, relacionando as medidas necessárias para melhoria dos serviços.</li><li> Imprescindível Conhecimento Erp Protheus.</li>",1,0,false,A combinar.,null,null,[],2010-05-11T23:59:59Z,13,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'MIRANTE TECNOLOGIA', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 7, 'estado': 'Distrito Federal', 'uf': 'DF', 'cidadeId': 2716, 'cidade': 'Brasilia', 'total': 1}]",https://www.catho.com.br/vagas/analista-de-sistemas-protheus/19028680/?origem_apply=busca-de-vagas&entrada_apply=direto,574,2021-09-15T15:43:58.000+0000,2021-09-15T11:50:17.000+0000,null
catho_2021-09-15_page_7001_a_7500.parquet,19028691,Líder de Distribuição - Curitiba/PR,2021-07-28T23:59:59Z,2021-07-28T09:25:53Z,0,"Até R$ 1.000,00",0,true,1,688198,G,R,1,"<li> Missão do Cargo

Apoiar a gestão local, no gerenciamento dos processos de distribuição, auxiliando o supervisor de logística no acompanhamento e gestão dos motoristas e ajudantes de entrega, com objetivo de garantir a qualidade na entrega aos PDV?s, o cumprimento dos passos de distribuição e dos requisitos legais



Principais Atribuições

Apoiar o Supervisor de Distribuição na gestão da equipe de Distribuição (Motoristas e Ajudantes de Entrega), garantido a execução do planejamento de distribuição e cumprimento da jornada de trabalho;
? Acompanhar e participar ativamente das matinais, planejando e executando quando necessário;
? Estar apto para executar Treinamento para equipe de Distribuição (Motoristas e Ajudantes de Entrega), Integração funcional, Rotinas Básicas da função, 5´S, DDS e Segurança em 1º lugar;
? Promover e disseminar a cultura de Segurança em 1º lugar buscando um ambiente de trabalho mais seguro baseado nas normas, diretrizes e procedimentos internos buscando sempre a conscientização e a prevenção dos riscos.
? Ser o elo de comunicação entre o Monitoramento, time de Distribuição e Vendas, visando dar celeridade as inconformidades encontradas em rota;
? Suportar o Supervisor de logística no acompanhamento do cumprimento dos passos de distribuição focando no desenvolvimento do time e estabelecendo planos de ações para resolução das não conformidades encontradas, realizando acompanhamento pós entrega nas suas visitas ao PDV;
? Reportar diariamente ao Supervisor de Distribuição a produtividade das atividades dos motoristas e ajudantes de entrega visitando os PDVs que apresentaram não conformidades, propor melhorias da rotina diária da equipe de distribuição e reportando a gestão as tratativas que precisam ser realizadas;
? Atender toda e qualquer ocorrência quando solicitado em relação a: Sinistros, Assaltos, Acidentes, ocorrências com veículos entre outras situações que poderão ocorrer;
? Apoiar o time de distribuição caso tenha dúvidas diversas (processos, rotinas e áreas);
? Abertura de chamados ASAP (Faturamento, envio de arquivo XML cliente, Troca de Placa e outros);
? Apoiar o Monitoramento e Roteirização na realização das entrevistas com os motoristas para entendimento das dificuldades da rota e busca de oportunidade.
? Checar e validar necessidade de repasse e cargas extras.
? Otimizar utilização do Green Mille junto a equipe proporcionando ganho de produtividade e dados corretos nas tomadas de decisões.
? Auxiliar Supervisor de Distribuição na validação da RV.</li><li> Requisitos

Ensino Superior Cursando( Administração de Empresas, Logística, Engenharia, Economia, Entre Outros

CNH B 

Excel Intermediário</li>",1,0,false,null,null,null,"['Assistência Médica / Medicina em grupo', 'Assistência Odontológica', 'Cesta Básica', 'Seguro de Vida em Grupo', 'Tíquete Alimentação', 'Tíquete Refeição', 'Vale Transporte']",2011-11-30T23:59:59Z,20,"[15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 15]",[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'RANDSTAD SANTO AMARO', 'confidencial': True}","{'nome': 'Heineken', 'confidencial': False}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 16, 'estado': 'Paraná', 'uf': 'PR', 'cidadeId': 6243, 'cidade': 'Curitiba', 'total': 1}]",https://www.catho.com.br/vagas/lider-de-distribuicao---curitiba/pr/19028691/?origem_apply=busca-de-vagas&entrada_apply=direto,6869,2021-09-15T15:43:58.000+0000,2021-09-15T11:39:31.000+0000,2021-11-09
catho_2021-09-15_page_7001_a_7500.parquet,19029460,Porteiro,2021-07-27T23:59:59Z,2021-07-27T16:55:53Z,1668.89,"De R$ 1.001,00 a R$ 2.000,00",3,false,1,432069,P,R,1,"<li> Fiscalizar a entrada e saída de pessoas, responsável pela fiscalização e guarda o patrimônio.</li><li> Necessário experiência na função.</li>",9,0,false,Escala 12x36 (diurno e noturno).,"Vale Refeição R$ 24,50 por dia. Necessário ter veículo próprio (carro ou moto).",Temporário,"['Tíquete Refeição', 'Vale Transporte']",2008-02-11T23:59:59Z,21,[],[],"{'descricao': None, 'funcao': None, 'aparelho': None, 'instAdapt': False, 'curso': None}",[],"{'nome': 'SWH SERVICOS', 'confidencial': True}","{'nome': 'Confidencial', 'confidencial': True}","[{'paisId': 31, 'pais': 'Brasil', 'estadoId': 25, 'estado': 'São Paulo', 'uf': 'SP', 'cidadeId': 5, 'cidade': 'Aguaí', 'total': 1}]",https://www.catho.com.br/vagas/porteiro/19029460/?origem_apply=busca-de-vagas&entrada_apply=direto,8896,2021-09-15T15:43:58.000+0000,2021-09-15T11:39:31.000+0000,2021-11-09
